EmployeeNumber,DepartmentID,SatisfactionID,Attrition,AttritionFlag,OverTime,OvertimeRisk,YearsAtCompany,TenureCategory,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,PerformanceRating,BusinessTravel,JobLevel,JobInvolvement,AttritionRiskScore,RetentionSegment
1592,2,10,No,0,No,Low Risk,2,New Employee,4,2,2,2,2,2,3,Travel_Rarely,1,4,3,Safe
1594,3,135,No,0,Yes,High Risk,3,Mid Tenure,9,2,0,2,3,3,3,Travel_Frequently,2,4,6,At Risk
1595,9,40,No,0,No,Low Risk,1,New Employee,24,0,0,1,8,2,4,Travel_Rarely,5,2,0,Safe
1596,3,49,No,0,No,Low Risk,10,Long Tenure,10,9,6,8,1,3,3,Travel_Rarely,2,4,3,Safe
1597,5,206,No,0,No,Low Risk,8,Long Tenure,8,2,7,7,1,3,3,Travel_Frequently,2,2,1,Safe
1598,1,105,No,0,No,Low Risk,5,Mid Tenure,5,4,1,2,1,2,3,Travel_Rarely,2,3,0,Safe
1599,3,106,No,0,No,Low Risk,6,Mid Tenure,8,4,0,2,5,0,3,Travel_Rarely,1,4,0,Safe
1601,3,170,No,0,No,Low Risk,1,New Employee,1,0,0,1,1,5,3,Travel_Rarely,1,2,2,Safe
1602,6,215,No,0,No,Low Risk,26,Long Tenure,27,0,0,12,1,5,3,Travel_Rarely,4,4,0,Safe
1604,3,78,Yes,1,Yes,High Risk,1,New Employee,1,1,0,0,1,3,3,Travel_Rarely,1,3,5,At Risk
1605,2,81,No,0,Yes,High Risk,4,Mid Tenure,4,2,1,3,1,2,3,Non-Travel,1,2,6,At Risk
1606,5,38,No,0,Yes,High Risk,30,Long Tenure,32,8,12,13,2,3,3,Travel_Frequently,4,3,4,At Risk
1607,2,60,No,0,No,Low Risk,3,Mid Tenure,6,2,0,2,3,3,3,Travel_Rarely,1,4,2,Safe
1608,8,112,No,0,Yes,High Risk,22,Long Tenure,23,7,1,10,0,4,3,Travel_Rarely,5,3,3,Safe
1609,2,91,No,0,No,Low Risk,6,Mid Tenure,6,4,1,1,1,3,3,Travel_Rarely,1,2,5,At Risk
1611,3,33,No,0,Yes,High Risk,10,Long Tenure,10,7,1,4,1,3,3,Travel_Rarely,2,1,6,At Risk
1612,1,136,No,0,No,Low Risk,10,Long Tenure,10,7,4,5,1,2,3,Non-Travel,2,2,4,At Risk
1613,1,35,No,0,No,Low Risk,5,Mid Tenure,10,2,0,3,7,3,3,Travel_Frequently,2,3,0,Safe
1614,4,13,No,0,Yes,High Risk,3,Mid Tenure,7,2,1,1,9,2,3,Travel_Rarely,2,3,3,Safe
1615,4,63,No,0,No,Low Risk,9,Long Tenure,9,7,7,2,1,3,3,Travel_Frequently,2,4,1,Safe
1617,3,149,No,0,No,Low Risk,9,Long Tenure,10,6,1,4,1,3,3,Travel_Rarely,1,3,2,Safe
1618,4,126,No,0,No,Low Risk,7,Mid Tenure,10,7,7,7,2,3,3,Travel_Rarely,2,3,1,Safe
1619,3,185,No,0,No,Low Risk,7,Mid Tenure,7,7,0,7,1,3,3,Travel_Rarely,1,2,3,Safe
1621,2,126,No,0,No,Low Risk,16,Long Tenure,16,15,1,10,1,2,3,Travel_Rarely,2,4,0,Safe
1622,4,216,No,0,No,Low Risk,5,Mid Tenure,6,3,0,0,0,5,4,Travel_Rarely,2,1,3,Safe
1623,2,34,No,0,No,Low Risk,2,New Employee,3,2,2,2,1,2,3,Travel_Rarely,1,3,3,Safe
1624,7,154,Yes,1,Yes,High Risk,0,New Employee,0,0,0,0,1,2,3,Travel_Frequently,1,3,6,At Risk
1625,11,4,No,0,No,Low Risk,5,Mid Tenure,27,2,1,0,3,2,3,Travel_Rarely,5,3,0,Safe
1627,3,76,No,0,No,Low Risk,10,Long Tenure,11,8,0,7,0,3,3,Travel_Rarely,2,2,2,Safe
1628,4,41,No,0,No,Low Risk,18,Long Tenure,18,15,14,12,1,2,3,Travel_Rarely,3,2,1,Safe
1630,5,76,No,0,No,Low Risk,14,Long Tenure,15,11,2,9,1,5,3,Non-Travel,2,3,0,Safe
1631,4,191,No,0,No,Low Risk,4,Mid Tenure,9,3,0,2,3,2,3,Travel_Rarely,2,3,0,Safe
1633,4,213,No,0,No,Low Risk,9,Long Tenure,10,2,3,8,0,2,3,Travel_Frequently,2,3,0,Safe
1635,4,31,No,0,No,Low Risk,10,Long Tenure,10,7,3,9,1,3,3,Travel_Rarely,2,2,0,Safe
1638,4,110,No,0,Yes,High Risk,5,Mid Tenure,10,4,0,2,3,6,3,Travel_Rarely,3,2,3,Safe
1639,1,105,Yes,1,No,Low Risk,13,Long Tenure,15,12,6,0,9,3,3,Travel_Rarely,3,2,1,Safe
1640,2,217,No,0,No,Low Risk,8,Long Tenure,8,4,7,7,1,2,3,Travel_Rarely,1,3,4,At Risk
1641,4,170,No,0,Yes,High Risk,4,Mid Tenure,18,2,3,3,6,2,3,Travel_Rarely,3,3,3,Safe
1642,10,17,No,0,Yes,High Risk,10,Long Tenure,14,7,0,2,4,3,3,Travel_Frequently,2,3,3,Safe
1644,9,127,No,0,No,Low Risk,2,New Employee,23,2,2,2,2,3,4,Travel_Frequently,4,2,0,Safe
1645,1,139,Yes,1,Yes,High Risk,2,New Employee,7,2,2,2,6,2,3,Travel_Rarely,2,1,3,Safe
1646,2,17,No,0,Yes,High Risk,6,Mid Tenure,6,3,1,3,1,2,3,Travel_Frequently,1,3,4,At Risk
1647,2,59,No,0,No,Low Risk,3,Mid Tenure,5,2,0,2,7,0,3,Travel_Rarely,1,4,5,At Risk
1648,2,6,No,0,No,Low Risk,4,Mid Tenure,6,2,1,2,2,0,3,Travel_Frequently,1,3,2,Safe
1649,3,218,Yes,1,Yes,High Risk,4,Mid Tenure,10,2,0,3,3,3,3,Travel_Rarely,1,3,8,Flight Risk
1650,1,83,No,0,No,Low Risk,5,Mid Tenure,8,2,1,4,9,2,3,Travel_Rarely,2,2,0,Safe
1651,5,14,No,0,No,Low Risk,3,Mid Tenure,9,2,0,2,4,6,3,Travel_Rarely,3,3,3,Safe
1653,4,4,No,0,No,Low Risk,7,Mid Tenure,7,7,0,7,1,6,3,Travel_Frequently,2,4,1,Safe
1654,4,106,No,0,No,Low Risk,5,Mid Tenure,7,4,1,0,4,3,4,Travel_Rarely,2,3,0,Safe
1655,8,125,No,0,No,Low Risk,4,Mid Tenure,27,2,1,2,3,2,3,Travel_Rarely,4,3,3,Safe
1656,8,105,No,0,No,Low Risk,14,Long Tenure,19,11,1,11,5,3,3,Travel_Rarely,3,2,0,Safe
1657,7,98,No,0,No,Low Risk,2,New Employee,2,2,2,2,1,3,3,Travel_Rarely,1,3,3,Safe
1658,2,106,No,0,No,Low Risk,11,Long Tenure,11,8,7,9,1,2,3,Travel_Rarely,2,3,1,Safe
1659,3,9,No,0,No,Low Risk,4,Mid Tenure,15,3,1,3,2,4,3,Travel_Rarely,1,3,5,At Risk
1661,5,13,No,0,Yes,High Risk,15,Long Tenure,30,11,2,12,2,3,3,Travel_Rarely,4,2,3,Safe
1662,4,4,No,0,No,Low Risk,3,Mid Tenure,4,2,1,2,0,6,3,Non-Travel,2,2,0,Safe
1664,5,185,No,0,No,Low Risk,5,Mid Tenure,13,4,0,4,6,3,4,Travel_Rarely,2,4,3,Safe
1665,9,38,No,0,No,Low Risk,10,Long Tenure,36,8,4,7,3,6,4,Travel_Rarely,4,3,1,Safe
1666,8,98,No,0,No,Low Risk,14,Long Tenure,14,10,6,11,1,3,4,Travel_Rarely,4,2,1,Safe
1667,1,165,Yes,1,Yes,High Risk,11,Long Tenure,13,9,6,7,3,2,4,Travel_Frequently,2,3,4,At Risk
1668,2,25,No,0,No,Low Risk,13,Long Tenure,19,11,2,9,7,4,3,Travel_Frequently,2,3,0,Safe
1669,1,181,No,0,Yes,High Risk,10,Long Tenure,10,0,0,9,1,3,3,Travel_Rarely,2,2,6,At Risk
1670,1,18,No,0,No,Low Risk,6,Mid Tenure,6,2,0,4,1,5,3,Travel_Rarely,2,3,0,Safe
1671,2,100,No,0,No,Low Risk,9,Long Tenure,10,5,1,6,0,4,3,Travel_Rarely,2,3,0,Safe
1673,1,79,No,0,No,Low Risk,10,Long Tenure,10,0,0,2,1,2,3,Travel_Rarely,2,3,3,Safe
1674,3,87,No,0,Yes,High Risk,2,New Employee,17,2,2,2,4,2,3,Travel_Rarely,1,3,5,At Risk
1675,3,133,No,0,No,Low Risk,4,Mid Tenure,4,3,3,3,1,3,4,Travel_Frequently,1,2,2,Safe
1676,6,51,No,0,No,Low Risk,3,Mid Tenure,29,2,1,2,6,2,3,Travel_Rarely,4,4,0,Safe
1677,9,98,No,0,No,Low Risk,8,Long Tenure,23,7,0,0,4,2,3,Travel_Rarely,4,3,0,Safe
1678,1,10,No,0,Yes,High Risk,2,New Employee,21,0,0,2,3,2,3,Travel_Rarely,3,3,3,Safe
1680,7,185,No,0,No,Low Risk,2,New Employee,2,2,0,2,1,3,3,Travel_Rarely,1,3,6,At Risk
1681,1,34,No,0,Yes,High Risk,6,Mid Tenure,7,5,1,2,1,2,4,Non-Travel,2,3,3,Safe
1682,5,188,No,0,No,Low Risk,3,Mid Tenure,10,2,0,2,6,2,3,Travel_Rarely,2,3,3,Safe
1683,10,63,No,0,Yes,High Risk,2,New Employee,8,2,2,2,4,2,3,Travel_Rarely,1,3,5,At Risk
1684,3,26,Yes,1,Yes,High Risk,5,Mid Tenure,5,4,1,2,1,2,3,Travel_Rarely,1,2,4,At Risk
1687,3,29,No,0,No,Low Risk,0,New Employee,7,0,0,0,7,5,3,Travel_Rarely,1,3,2,Safe
1689,5,12,No,0,No,Low Risk,4,Mid Tenure,11,3,1,2,3,2,3,Travel_Rarely,3,4,0,Safe
1691,7,4,Yes,1,Yes,High Risk,9,Long Tenure,19,7,7,7,2,3,3,Travel_Frequently,1,3,6,At Risk
1692,3,141,Yes,1,No,Low Risk,1,New Employee,1,0,0,0,1,2,3,Travel_Rarely,1,3,2,Safe
1693,3,18,No,0,No,Low Risk,7,Mid Tenure,7,7,5,7,1,5,4,Non-Travel,1,3,3,Safe
1694,2,5,No,0,No,Low Risk,4,Mid Tenure,8,2,1,2,5,1,3,Travel_Rarely,1,2,2,Safe
1696,3,154,No,0,No,Low Risk,15,Long Tenure,15,10,4,13,1,3,3,Travel_Rarely,2,2,1,Safe
1697,5,111,No,0,No,Low Risk,1,New Employee,19,0,0,0,3,2,4,Travel_Rarely,3,1,0,Safe
1698,3,58,No,0,No,Low Risk,14,Long Tenure,14,11,2,13,1,6,3,Travel_Rarely,1,4,2,Safe
1700,1,45,No,0,No,Low Risk,6,Mid Tenure,6,3,1,3,1,2,3,Travel_Frequently,2,1,0,Safe
1701,2,55,No,0,No,Low Risk,10,Long Tenure,10,9,8,7,1,3,3,Travel_Rarely,1,2,3,Safe
1702,7,127,Yes,1,Yes,High Risk,3,Mid Tenure,3,2,0,2,1,2,4,Travel_Rarely,1,3,6,At Risk
1703,5,127,No,0,Yes,High Risk,8,Long Tenure,9,7,6,7,1,2,3,Travel_Rarely,3,4,4,At Risk
1704,2,97,No,0,Yes,High Risk,5,Mid Tenure,6,4,1,4,0,2,3,Travel_Frequently,1,2,3,Safe
1706,1,31,No,0,Yes,High Risk,10,Long Tenure,10,9,8,8,1,3,3,Travel_Rarely,2,3,4,At Risk
1707,2,76,No,0,No,Low Risk,5,Mid Tenure,5,3,0,4,1,1,3,Travel_Rarely,1,4,1,Safe
1708,1,3,No,0,No,Low Risk,10,Long Tenure,10,8,8,7,1,3,3,Travel_Rarely,3,3,1,Safe
1709,3,4,No,0,No,Low Risk,5,Mid Tenure,9,3,1,2,9,2,3,Travel_Rarely,1,3,2,Safe
1710,7,45,No,0,No,Low Risk,13,Long Tenure,17,7,6,7,3,2,3,Travel_Rarely,2,3,1,Safe
1712,5,21,No,0,No,Low Risk,23,Long Tenure,25,15,14,4,3,3,4,Non-Travel,3,2,1,Safe
1714,10,4,Yes,1,No,Low Risk,1,New Employee,1,0,0,0,1,2,3,Travel_Rarely,1,1,3,Safe
1716,1,219,Yes,1,No,Low Risk,23,Long Tenure,25,5,14,10,7,3,3,Travel_Frequently,4,1,1,Safe
1718,3,84,No,0,No,Low Risk,3,Mid Tenure,3,2,0,2,1,3,3,Travel_Rarely,1,1,2,Safe
1719,8,106,No,0,No,Low Risk,21,Long Tenure,21,6,8,6,1,2,3,Travel_Rarely,4,2,1,Safe
1720,2,69,No,0,No,Low Risk,5,Mid Tenure,10,2,1,3,6,3,3,Travel_Frequently,1,3,5,At Risk
1721,3,153,No,0,No,Low Risk,5,Mid Tenure,6,2,0,3,1,2,3,Travel_Rarely,1,3,2,Safe
1722,10,53,No,0,No,Low Risk,3,Mid Tenure,10,2,1,2,6,4,3,Non-Travel,2,1,0,Safe
1724,4,22,No,0,Yes,High Risk,1,New Employee,18,0,0,0,2,3,3,Travel_Rarely,2,3,6,At Risk
1725,3,208,No,0,No,Low Risk,6,Mid Tenure,6,2,1,2,1,2,3,Travel_Rarely,1,3,4,At Risk
1727,5,2,No,0,No,Low Risk,10,Long Tenure,19,7,0,9,6,3,3,Travel_Rarely,2,3,0,Safe
1728,4,3,No,0,No,Low Risk,7,Mid Tenure,17,7,0,7,2,3,3,Travel_Rarely,2,3,0,Safe
1729,2,134,No,0,No,Low Risk,10,Long Tenure,10,0,0,8,1,2,3,Travel_Rarely,1,3,2,Safe
1731,1,184,No,0,No,Low Risk,1,New Employee,4,0,0,0,7,3,3,Non-Travel,2,3,0,Safe
1732,1,86,No,0,Yes,High Risk,10,Long Tenure,13,6,0,3,4,5,3,Travel_Rarely,3,3,3,Safe
1733,1,22,Yes,1,Yes,High Risk,2,New Employee,16,2,2,2,5,3,3,Travel_Rarely,2,2,6,At Risk
1734,1,125,Yes,1,No,Low Risk,0,New Employee,10,0,0,0,6,2,3,Travel_Rarely,2,1,3,Safe
1735,3,171,No,0,No,Low Risk,3,Mid Tenure,3,2,1,2,1,3,3,Travel_Rarely,1,3,3,Safe
1736,4,46,No,0,No,Low Risk,5,Mid Tenure,9,4,1,4,2,3,4,Travel_Frequently,2,3,0,Safe
1737,3,40,No,0,Yes,High Risk,9,Long Tenure,9,8,5,8,1,2,3,Non-Travel,2,3,4,At Risk
1739,1,220,No,0,No,Low Risk,4,Mid Tenure,10,3,0,2,3,2,3,Travel_Rarely,3,1,0,Safe
1740,6,91,No,0,No,Low Risk,21,Long Tenure,21,8,12,8,1,3,3,Travel_Rarely,5,3,4,At Risk
1744,10,144,No,0,No,Low Risk,5,Mid Tenure,9,0,0,3,4,2,4,Travel_Rarely,3,1,0,Safe
1745,2,35,No,0,No,Low Risk,9,Long Tenure,10,7,0,7,0,2,3,Travel_Frequently,1,2,0,Safe
1746,10,23,No,0,No,Low Risk,2,New Employee,3,2,2,1,0,2,3,Travel_Frequently,1,3,3,Safe
1747,10,45,Yes,1,No,Low Risk,4,Mid Tenure,6,2,1,2,6,0,3,Travel_Frequently,1,2,2,Safe
1749,1,30,No,0,No,Low Risk,5,Mid Tenure,6,2,0,2,1,3,3,Travel_Rarely,2,3,0,Safe
1751,2,45,No,0,No,Low Risk,6,Mid Tenure,6,2,1,4,1,5,3,Travel_Rarely,1,3,2,Safe
1752,7,51,Yes,1,No,Low Risk,2,New Employee,2,2,2,2,1,3,3,Travel_Rarely,1,1,2,Safe
1753,5,110,No,0,Yes,High Risk,3,Mid Tenure,10,2,0,2,8,5,3,Travel_Frequently,2,4,3,Safe
1754,1,33,No,0,No,Low Risk,7,Mid Tenure,12,7,1,7,2,2,3,Travel_Rarely,3,2,3,Safe
1755,2,31,No,0,Yes,High Risk,5,Mid Tenure,6,0,1,2,0,3,3,Travel_Rarely,1,4,5,At Risk
1756,1,107,No,0,No,Low Risk,11,Long Tenure,13,7,1,7,8,2,3,Non-Travel,2,3,0,Safe
1757,1,27,No,0,No,Low Risk,5,Mid Tenure,8,1,0,4,3,1,3,Travel_Rarely,2,3,0,Safe
1758,1,77,Yes,1,Yes,High Risk,0,New Employee,11,0,0,0,2,2,4,Travel_Rarely,3,3,6,At Risk
1760,3,66,No,0,No,Low Risk,6,Mid Tenure,9,1,0,5,4,4,3,Travel_Frequently,1,2,2,Safe
1761,1,96,Yes,1,No,Low Risk,1,New Employee,10,0,0,0,2,2,3,Travel_Rarely,3,3,3,Safe
1762,2,105,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,2,3,Travel_Rarely,1,2,2,Safe
1763,5,83,No,0,No,Low Risk,7,Mid Tenure,10,0,1,7,3,3,3,Travel_Rarely,2,4,0,Safe
1764,2,54,No,0,No,Low Risk,7,Mid Tenure,12,7,0,7,2,3,3,Non-Travel,1,3,5,At Risk
1766,5,12,No,0,Yes,High Risk,1,New Employee,15,0,1,0,3,2,3,Travel_Rarely,2,1,3,Safe
1767,2,76,Yes,1,Yes,High Risk,1,New Employee,6,0,0,0,9,4,3,Travel_Frequently,1,2,5,At Risk
1768,3,91,No,0,No,Low Risk,5,Mid Tenure,7,3,0,4,8,6,4,Travel_Rarely,1,3,5,At Risk
1770,8,19,No,0,No,Low Risk,1,New Employee,34,0,0,0,8,2,3,Travel_Rarely,5,2,3,Safe
1771,2,107,No,0,No,Low Risk,9,Long Tenure,11,8,1,7,5,2,3,Non-Travel,2,3,2,Safe
1772,3,19,No,0,No,Low Risk,5,Mid Tenure,5,3,0,4,1,2,4,Travel_Rarely,1,3,5,At Risk
1774,1,4,No,0,Yes,High Risk,15,Long Tenure,15,14,0,7,1,3,3,Non-Travel,2,3,3,Safe
1775,4,11,No,0,Yes,High Risk,3,Mid Tenure,27,2,0,2,4,2,4,Non-Travel,4,2,3,Safe
1778,10,55,No,0,No,Low Risk,9,Long Tenure,10,7,1,8,0,5,3,Travel_Rarely,1,3,2,Safe
1779,1,31,No,0,No,Low Risk,2,New Employee,6,2,2,2,5,3,3,Travel_Rarely,2,1,0,Safe
1780,7,54,Yes,1,No,Low Risk,1,New Employee,1,0,1,0,1,3,3,Travel_Rarely,1,3,6,At Risk
1782,3,3,No,0,No,Low Risk,5,Mid Tenure,5,4,0,4,1,3,3,Travel_Rarely,1,2,0,Safe
1783,3,44,Yes,1,Yes,High Risk,1,New Employee,1,0,0,0,1,6,3,Travel_Rarely,1,3,6,At Risk
1784,1,79,No,0,No,Low Risk,12,Long Tenure,13,7,5,7,1,3,3,Travel_Rarely,2,2,4,At Risk
1786,9,41,No,0,No,Low Risk,2,New Employee,15,2,2,2,2,2,3,Travel_Rarely,3,3,0,Safe
1787,1,39,No,0,No,Low Risk,5,Mid Tenure,5,2,0,3,1,2,3,Travel_Rarely,2,2,3,Safe
1789,8,34,No,0,Yes,High Risk,2,New Employee,24,1,2,2,7,3,3,Travel_Rarely,5,3,3,Safe
1790,5,35,No,0,Yes,High Risk,12,Long Tenure,15,8,5,7,7,1,3,Travel_Rarely,3,3,4,At Risk
1792,2,82,Yes,1,Yes,High Risk,5,Mid Tenure,6,3,2,3,1,2,3,Travel_Frequently,1,3,5,At Risk
1794,10,82,No,0,No,Low Risk,10,Long Tenure,19,0,4,7,2,4,3,Travel_Rarely,2,3,1,Safe
1797,1,20,Yes,1,Yes,High Risk,10,Long Tenure,10,7,7,7,1,2,3,Travel_Rarely,2,3,4,At Risk
1798,2,121,No,0,No,Low Risk,10,Long Tenure,14,8,7,6,6,1,3,Travel_Rarely,1,4,3,Safe
1799,2,111,No,0,No,Low Risk,5,Mid Tenure,5,3,0,3,1,6,3,Travel_Rarely,1,3,2,Safe
1800,8,83,No,0,No,Low Risk,4,Mid Tenure,9,3,2,2,7,3,4,Travel_Rarely,3,3,0,Safe
1801,1,51,No,0,No,Low Risk,2,New Employee,6,2,2,2,8,3,3,Non-Travel,2,2,0,Safe
1802,3,149,No,0,No,Low Risk,4,Mid Tenure,7,3,0,2,4,5,3,Travel_Rarely,1,3,2,Safe
1803,5,43,No,0,No,Low Risk,0,New Employee,10,0,0,0,5,2,3,Travel_Rarely,2,4,3,Safe
1804,4,12,No,0,No,Low Risk,7,Mid Tenure,15,7,1,7,2,6,3,Non-Travel,2,3,0,Safe
1805,10,5,No,0,No,Low Risk,11,Long Tenure,13,10,3,8,5,3,3,Non-Travel,1,3,2,Safe
1807,3,147,Yes,1,No,Low Risk,7,Mid Tenure,11,1,0,7,4,3,3,Travel_Frequently,2,3,0,Safe
1809,4,215,Yes,1,No,Low Risk,10,Long Tenure,10,3,0,8,1,4,3,Travel_Rarely,2,3,0,Safe
1812,1,20,No,0,No,Low Risk,2,New Employee,7,1,2,2,2,6,3,Travel_Frequently,2,3,0,Safe
1813,2,36,No,0,No,Low Risk,3,Mid Tenure,7,2,1,2,4,2,3,Non-Travel,1,3,2,Safe
1814,5,217,No,0,No,Low Risk,3,Mid Tenure,11,2,1,2,3,3,3,Travel_Rarely,2,4,3,Safe
1815,1,169,No,0,Yes,High Risk,22,Long Tenure,23,14,13,5,0,3,3,Travel_Rarely,3,3,4,At Risk
1816,4,122,No,0,No,Low Risk,7,Mid Tenure,9,7,0,2,9,3,3,Travel_Rarely,3,3,3,Safe
1818,10,106,Yes,1,Yes,High Risk,5,Mid Tenure,6,1,1,4,0,3,3,Travel_Rarely,1,3,5,At Risk
1821,5,117,Yes,1,No,Low Risk,9,Long Tenure,13,7,3,7,4,2,4,Travel_Rarely,2,3,0,Safe
1822,5,20,No,0,No,Low Risk,5,Mid Tenure,12,3,0,3,4,3,3,Travel_Rarely,2,3,0,Safe
1823,1,38,No,0,No,Low Risk,10,Long Tenure,10,8,4,8,1,5,4,Travel_Rarely,2,4,1,Safe
1824,6,104,No,0,No,Low Risk,16,Long Tenure,37,9,14,14,4,0,4,Non-Travel,4,3,1,Safe
1826,3,70,No,0,No,Low Risk,5,Mid Tenure,6,4,0,3,0,2,3,Travel_Rarely,1,1,2,Safe
1827,4,78,No,0,Yes,High Risk,22,Long Tenure,28,11,14,10,8,4,3,Travel_Rarely,3,2,4,At Risk
1829,5,22,No,0,No,Low Risk,7,Mid Tenure,15,4,7,7,2,3,3,Travel_Rarely,2,3,4,At Risk
1830,2,16,No,0,No,Low Risk,7,Mid Tenure,14,1,1,7,4,2,3,Travel_Rarely,2,3,0,Safe
1833,1,135,No,0,No,Low Risk,3,Mid Tenure,9,2,2,2,2,3,3,Travel_Frequently,3,3,3,Safe
1834,2,44,No,0,No,Low Risk,3,Mid Tenure,3,2,1,2,1,3,4,Travel_Rarely,1,3,2,Safe
1835,7,28,No,0,Yes,High Risk,4,Mid Tenure,20,2,0,3,2,4,4,Travel_Rarely,2,1,3,Safe
1836,1,63,No,0,No,Low Risk,5,Mid Tenure,5,3,1,2,1,4,3,Travel_Rarely,2,3,0,Safe
1837,8,122,No,0,Yes,High Risk,2,New Employee,23,2,2,2,2,3,3,Travel_Frequently,4,3,6,At Risk
1839,2,221,No,0,No,Low Risk,0,New Employee,0,0,0,0,1,4,3,Non-Travel,1,3,3,Safe
1842,10,105,Yes,1,No,Low Risk,1,New Employee,2,0,0,0,0,4,3,Travel_Rarely,1,4,2,Safe
1844,10,135,Yes,1,Yes,High Risk,2,New Employee,4,2,2,0,4,3,3,Travel_Rarely,1,2,8,Flight Risk
1845,1,140,No,0,No,Low Risk,8,Long Tenure,10,7,5,7,4,3,4,Non-Travel,2,3,1,Safe
1847,2,103,No,0,Yes,High Risk,1,New Employee,15,0,0,0,4,2,4,Travel_Rarely,2,3,3,Safe
1849,1,17,No,0,No,Low Risk,7,Mid Tenure,7,7,7,7,1,5,4,Travel_Frequently,2,3,1,Safe
1850,3,6,No,0,Yes,High Risk,5,Mid Tenure,6,4,0,2,0,3,3,Travel_Frequently,1,3,5,At Risk
1852,3,157,No,0,No,Low Risk,11,Long Tenure,11,8,3,10,1,3,3,Travel_Frequently,1,3,0,Safe
1853,1,27,No,0,No,Low Risk,0,New Employee,4,0,0,0,8,2,3,Travel_Frequently,2,3,0,Safe
1854,2,8,No,0,No,Low Risk,6,Mid Tenure,10,3,3,3,3,1,4,Non-Travel,1,3,2,Safe
1856,3,38,No,0,No,Low Risk,2,New Employee,7,2,2,0,4,2,3,Travel_Rarely,1,3,2,Safe
1857,4,6,No,0,No,Low Risk,9,Long Tenure,12,8,4,7,3,4,3,Travel_Rarely,3,3,1,Safe
1858,10,127,No,0,No,Low Risk,3,Mid Tenure,3,2,2,2,1,2,3,Non-Travel,1,3,2,Safe
1859,5,10,No,0,No,Low Risk,7,Mid Tenure,11,0,1,6,8,3,3,Travel_Rarely,2,1,0,Safe
1860,3,10,No,0,No,Low Risk,0,New Employee,8,0,0,0,4,3,3,Travel_Rarely,1,3,0,Safe
1862,1,82,Yes,1,Yes,High Risk,2,New Employee,7,2,2,2,7,3,3,Travel_Rarely,2,2,3,Safe
1863,1,135,No,0,No,Low Risk,19,Long Tenure,25,17,2,8,2,5,3,Travel_Rarely,4,4,3,Safe
1864,7,37,No,0,No,Low Risk,9,Long Tenure,9,8,5,8,1,5,4,Travel_Rarely,2,2,3,Safe
1865,10,103,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,3,3,Travel_Rarely,1,2,2,Safe
1866,9,41,No,0,No,Low Risk,16,Long Tenure,21,12,6,14,7,2,3,Travel_Rarely,5,2,1,Safe
1867,8,103,No,0,No,Low Risk,22,Long Tenure,29,10,12,9,4,3,3,Travel_Rarely,5,2,1,Safe
1868,2,16,Yes,1,Yes,High Risk,1,New Employee,1,0,1,0,1,3,4,Travel_Frequently,1,2,5,At Risk
1869,1,78,Yes,1,No,Low Risk,8,Long Tenure,14,7,0,7,5,2,4,Travel_Rarely,3,3,0,Safe
1870,2,155,No,0,No,Low Risk,7,Mid Tenure,8,6,7,3,0,2,3,Travel_Frequently,1,2,1,Safe
1871,2,62,No,0,No,Low Risk,2,New Employee,7,2,2,2,8,2,3,Travel_Rarely,2,3,0,Safe
1873,2,222,No,0,No,Low Risk,5,Mid Tenure,19,2,0,4,8,2,4,Travel_Rarely,1,2,2,Safe
1875,7,58,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,3,3,Travel_Rarely,1,3,2,Safe
1876,7,102,Yes,1,No,Low Risk,1,New Employee,1,0,0,0,1,3,3,Travel_Rarely,1,3,2,Safe
1878,2,141,Yes,1,Yes,High Risk,1,New Employee,1,0,0,0,1,2,4,Travel_Rarely,1,3,6,At Risk
1880,1,59,No,0,Yes,High Risk,10,Long Tenure,10,9,1,7,1,4,3,Travel_Rarely,2,2,6,At Risk
1881,3,59,No,0,No,Low Risk,10,Long Tenure,10,8,0,2,1,2,3,Travel_Rarely,2,3,3,Safe
1882,1,20,No,0,Yes,High Risk,5,Mid Tenure,9,3,1,0,2,3,3,Travel_Rarely,3,3,3,Safe
1883,3,121,No,0,No,Low Risk,3,Mid Tenure,11,2,1,2,3,2,3,Travel_Rarely,1,3,2,Safe
1885,2,105,No,0,Yes,High Risk,5,Mid Tenure,16,3,0,4,5,2,4,Travel_Rarely,2,3,3,Safe
1886,4,103,No,0,Yes,High Risk,3,Mid Tenure,4,2,0,2,0,2,3,Travel_Rarely,2,2,3,Safe
1888,4,112,No,0,No,Low Risk,9,Long Tenure,10,8,3,8,0,2,3,Travel_Rarely,2,2,0,Safe
1890,10,112,No,0,No,Low Risk,10,Long Tenure,10,1,0,8,1,2,4,Travel_Frequently,2,2,0,Safe
1892,9,136,No,0,No,Low Risk,19,Long Tenure,22,7,11,16,2,3,3,Travel_Rarely,4,3,4,At Risk
1893,2,195,No,0,Yes,High Risk,1,New Employee,1,0,1,0,1,3,3,Travel_Rarely,1,2,5,At Risk
1898,1,188,No,0,No,Low Risk,8,Long Tenure,9,7,0,7,0,5,3,Travel_Rarely,2,4,3,Safe
